iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux,potion_ent,potions_discarded
3387,116129792,14259.241,634,21.45,0.0,235.39,-0.00817690696567297,33.68571090698242,0.49848195910453796,0.0027718965949929952,0.02672576904296875,0.0003,0.16593042517945886,0.858114674441205,5.01,0.38,1.65,6.26,6.46,1.26,0.76,4.44,0.01,4.90362007394433,6.05,180.08,0.0341983322869055,nan,0.0
3388,116195328,14362.946,634,21.95,0.0,239.43,-0.007040065247565508,29.63791275024414,0.49846166372299194,0.003299375487571865,0.032108306884765625,0.0003,0.17260579064587972,0.8679775280898876,4.61,0.58,1.59,6.3,6.57,1.44,0.96,4.17,0.0,5.012035835385323,5.78,179.52,0.036856024293228984,nan,0.03
3389,116260864,14463.703,634,21.74,0.0,242.57,-0.009070783853530884,31.22980308532715,0.48745274543762207,0.0039706282967699735,0.033840179443359375,0.0003,0.165720464990538,0.8552380952380952,4.88,0.43,1.48,6.22,6.17,1.17,0.72,4.28,0.0,4.659153975248337,5.76,186.21,0.03673387106391601,nan,0.0
3390,116326400,14564.133,634,20.95,0.0,252.32,-0.00961434654891491,36.65787887573242,0.5073755383491516,0.0039966585975861335,0.036045074462890625,0.0003,0.191042300248825,0.8630705394190872,4.42,0.51,1.38,6.04,6.27,1.16,0.69,4.42,0.0,4.829830984473229,5.61,179.81,0.03681197625701316,nan,0.0
3391,116391936,14663.937,634,19.59,0.0,219.61,-0.009686791338026524,28.472822189331055,0.5268622040748596,0.003377564059150018,0.034389495849609375,0.0003,0.18890814558058924,0.8645502645502645,3.72,0.5,1.33,5.69,5.9,1.14,0.62,4.14,0.0,4.604402030706406,5.35,171.5,0.037629284197464585,nan,0.0
3392,116457472,14767.161,634,20.84,0.0,231.79,-0.008517536334693432,28.874942779541016,0.521448016166687,0.0037291436922828325,0.035770416259765625,0.0003,0.20987306064880112,0.8355329949238579,4.26,0.53,1.55,5.61,5.78,1.09,0.68,4.01,0.01,4.418820872753859,5.5,170.29,0.03491773680434562,nan,0.02
3393,116523008,14867.246,634,20.65,0.0,229.96,-0.008001735433936119,29.942214965820312,0.5144361257553101,0.004355331072517288,0.039615631103515625,0.0003,0.23526060951295927,0.8348717948717949,4.85,0.49,1.44,5.74,5.59,1.09,0.58,3.92,0.0,4.079200006499886,5.37,169.01,0.03751339341397397,nan,0.01
3394,116588544,14967.644,634,20.43,0.0,225.92,-0.005705774761736393,35.68824768066406,0.5235539674758911,0.00492817196084161,0.046512603759765625,0.0003,0.2117207698937087,0.8398268398268398,4.31,0.5,1.32,5.63,5.62,0.89,0.68,4.05,0.01,4.27141228556633,5.51,173.65,0.03556488122558221,nan,0.01
3395,116654080,15067.225,635,18.77,0.0,207.84,-0.0079289386048913,30.55624008178711,0.5229601860046387,0.003771616531849986,0.034214019775390625,0.0003,0.16554673182651192,0.8587319243604005,3.51,0.36,1.3,5.31,5.25,1.04,0.66,3.55,0.0,3.96299459785223,4.96,155.56,0.038726293947547674,nan,0.01
3396,116719616,15168.511,635,19.64,0.0,218.69,-0.007039438001811504,33.00054168701172,0.5140700936317444,0.0030775913961917922,0.03049468994140625,0.0003,0.17776456599286564,0.8791801510248112,4.08,0.46,1.34,5.59,5.79,1.18,0.61,4.0,0.0,4.283917630016804,5.42,163.38,0.037385365401860327,nan,0.0
3397,116785152,15272.469,635,21.41,0.0,243.69,-0.009162272326648235,33.052242279052734,0.5197410583496094,0.0038428856870424966,0.033138275146484375,0.0003,0.20976541189307146,0.8735849056603774,4.29,0.49,1.51,6.12,6.34,1.25,0.76,4.33,0.0,4.648449628949165,5.72,183.54,0.03682495525572449,nan,0.02
3398,116850688,15375.489,635,23.04,0.0,259.07,-0.006861552596092224,35.209510803222656,0.49664896726608276,0.005208026680918465,0.047882080078125,0.0003,0.2390685640362225,0.8481581311769991,5.84,0.47,1.63,6.67,6.71,1.27,0.89,4.55,0.0,5.11472312271595,6.25,188.33,0.034357416530838236,nan,0.04
3399,116916224,15471.437,635,21.94,0.0,246.39,-0.009526519104838371,33.16361999511719,0.509727418422699,0.005442089620544266,0.044422149658203125,0.0003,0.18862690707350901,0.8653465346534653,4.7,0.47,1.48,6.05,6.07,1.07,0.77,4.23,0.0,4.543516952395439,5.86,172.06,0.035294244094984606,nan,0.01
3400,116981760,15572.444,635,20.76,0.0,233.57,-0.007008529268205166,35.92096710205078,0.5043081641197205,0.003621840082644212,0.03304290771484375,0.0003,0.152845998266397,0.8633093525179856,4.75,0.44,1.29,5.86,5.96,1.17,0.76,4.03,0.0,4.4757410103082655,5.26,170.91,0.03580934400088154,nan,0.01
3401,117047296,15674.686,635,21.26,0.0,233.13,-0.0067803156562149525,32.62782287597656,0.49218249320983887,0.003290093319826326,0.030712127685546875,0.0003,0.18342857142857144,0.8556701030927835,5.03,0.37,1.65,5.89,5.82,1.24,0.75,3.83,0.0,4.328420397043228,5.82,170.14,0.03572082627215423,nan,0.01
3402,117112832,15775.274,635,22.42,0.0,254.8,-0.0037993253208696842,35.595455169677734,0.49633145332336426,0.005290889588593473,0.048801422119140625,0.0003,0.21030713170223841,0.8912442396313364,4.84,0.69,1.73,6.36,6.43,1.25,0.84,4.34,0.0,4.779733019918203,6.32,187.22,0.03608051408082247,nan,0.01
3403,117178368,15876.42,635,20.01,0.0,221.82,-0.0044464850798249245,28.966779708862305,0.5193883776664734,0.004512731762929434,0.0397186279296875,0.0003,0.18891111746213204,0.8902173913043478,3.92,0.53,1.4,5.42,5.36,1.14,0.67,3.55,0.02,4.201257546395063,5.25,171.25,0.04154053668025881,nan,0.01
3404,117243904,15978.012,635,20.74,0.0,232.06,-0.008372914977371693,29.46929359436035,0.5182344913482666,0.004372128914631901,0.034740447998046875,0.0003,0.1758363284489909,0.8830769230769231,4.11,0.57,1.57,5.82,6.07,1.24,0.74,4.09,0.0,4.638193813860417,5.44,173.17,0.035668235475895926,nan,0.02
3405,117309440,16075.96,635,20.25,0.0,225.19,-0.00978473387658596,31.647605895996094,0.5123858451843262,0.004830311388040798,0.041717529296875,0.0003,0.1940126655152562,0.8885511651469098,4.07,0.52,1.4,5.53,5.52,1.14,0.69,3.69,0.0,4.211233223676682,5.4,167.7,0.036760497343493626,nan,0.0
3406,117374976,16173.69,636,21.92,0.0,244.17,-0.006650104187428951,29.81399154663086,0.5145814418792725,0.0035853354342663124,0.0330963134765625,0.0003,0.19787887245325148,0.8802395209580839,4.1,0.45,1.45,5.99,6.2,1.17,0.64,4.39,0.0,4.79251676633954,5.74,179.76,0.037426843598950654,nan,0.02
3407,117440512,16280.569,636,17.72,0.0,201.59,-0.004356936551630497,31.95709800720215,0.5122659206390381,0.0022065523810681498,0.01891326904296875,0.0003,0.23105474791215588,0.8780773739742087,3.68,0.41,1.02,4.83,4.86,0.79,0.53,3.54,0.01,3.5759483218193053,4.36,150.5,0.03702822944615036,nan,0.04
3408,117506048,16381.615,636,20.07,0.0,289.67,-0.006590189412236214,29.944202423095703,0.5067728757858276,0.0038252612720270918,0.03498077392578125,0.0003,0.2305916305916306,0.9019189765458422,4.16,0.51,1.37,5.67,5.79,1.23,0.81,3.75,0.0,4.457264089584351,5.26,169.61,0.03615277135395445,nan,0.01
3409,117571584,16481.407,636,19.34,0.0,219.69,-0.0071392059326171875,33.9666633605957,0.5301346182823181,0.0051364754610006,0.049625396728515625,0.0003,0.20952380952380953,0.889132821075741,4.0,0.48,1.14,5.08,5.07,0.84,0.69,3.54,0.0,3.8765376299619674,4.96,160.66,0.03863298473879695,nan,0.03
3410,117637120,16582.633,636,20.24,0.0,275.23,-0.012715674005448818,34.32954406738281,0.5156161189079285,0.004591423898702374,0.040050506591796875,0.0003,0.25020967291026,0.8802083333333334,4.08,0.41,1.4,5.66,5.78,1.14,0.71,3.93,0.0,4.227858474999667,5.45,167.32,0.0358533451508265,nan,0.04
3411,117702656,16685.158,636,19.97,0.0,222.85,-0.008935533463954926,31.580814361572266,0.5319826602935791,0.00445481527310676,0.039081573486328125,0.0003,0.20908577878103837,0.8942202835332607,3.93,0.36,1.23,5.47,5.45,0.99,0.62,3.84,0.01,4.091958084106445,5.04,168.93,0.03597941476618871,nan,0.01
3412,117768192,16785.726,636,20.47,0.0,228.15,-0.009697710163891315,36.49919128417969,0.538074254989624,0.003992934011108673,0.03749847412109375,0.0003,0.21867043847241868,0.8678459937565036,4.79,0.44,1.26,5.59,5.73,1.03,0.67,4.03,0.0,4.3018157286942005,5.39,164.9,0.03617925776052289,nan,0.02
3413,117833728,16889.251,636,18.55,0.0,203.51,-0.010964460670948029,33.383140563964844,0.5500576496124268,0.0038323263321800027,0.036235809326171875,0.0003,0.20901889092017062,0.8512110726643599,3.24,0.42,1.33,4.93,4.89,0.97,0.69,3.23,0.0,3.7293587086349724,4.79,158.21,0.03758034500060603,nan,0.0
3414,117899264,16995.269,636,20.96,0.0,227.33,-0.008042041212320328,33.23589324951172,0.542391300201416,0.00492086156847904,0.0435791015625,0.0003,0.20923603192702395,0.8788522848034006,4.12,0.6,1.42,5.7,5.6,1.12,0.75,3.73,0.0,4.121795442700386,5.24,173.2,0.03671482627396472,nan,0.01
3415,117964800,17097.242,636,20.37,0.0,231.59,-0.008699409663677216,33.40056610107422,0.545746386051178,0.006524618711026164,0.058185577392578125,0.0003,0.2540466392318244,0.8764160659114315,3.86,0.57,1.38,5.8,6.03,1.29,0.73,4.01,0.0,4.5755444680154325,5.34,172.35,0.03850127852638252,nan,0.0
3416,118030336,17198.669,636,20.21,0.0,227.87,-0.007561380974948406,34.08143615722656,0.5425225496292114,0.005100639581314681,0.048900604248046875,0.0003,0.2784673502428494,0.8971061093247589,4.55,0.58,1.29,5.59,5.6,0.93,0.68,3.99,0.0,4.28577354952693,5.13,169.38,0.038105210463982075,nan,0.03
3417,118095872,17301.313,636,19.95,0.0,222.79,-0.009495196864008904,33.50616455078125,0.5404710173606873,0.003006158734450537,0.027462005615234375,0.0003,0.2317584568073805,0.8966630785791173,4.09,0.46,1.46,5.41,5.32,1.05,0.6,3.67,0.0,3.9601295933872462,5.5,170.19,0.0359415486746002,nan,0.02
3418,118161408,17403.321,636,21.03,0.0,245.53,-0.009276267141103745,34.06157302856445,0.5347869396209717,0.0048909052956531696,0.041271209716796875,0.0003,0.18483793195821055,0.893042575285566,4.74,0.55,1.53,5.54,5.52,1.08,0.72,3.72,0.0,4.101374300643801,5.79,171.95,0.03716529262601398,nan,0.03
3419,118226944,17507.028,636,19.88,0.0,223.6,-0.005580240860581398,33.758453369140625,0.5410102605819702,0.003687627905350155,0.035114288330078125,0.0003,0.24066742081447964,0.8931216931216931,4.59,0.45,1.36,5.39,5.41,1.03,0.55,3.83,0.0,4.038585139214993,5.37,164.96,0.036764367716386914,nan,0.01
3420,118292480,17606.002,636,20.11,0.01,226.39,-0.009350672364234924,33.19294738769531,0.5230826139450073,0.0034679270810613616,0.03284454345703125,0.0003,0.21804511278195488,0.8844492440604752,4.18,0.48,1.41,5.65,5.87,1.15,0.62,4.1,0.0,4.525083082616329,5.34,166.37,0.03748296765843406,nan,0.0
3421,118358016,17711.519,636,20.04,0.0,222.95,-0.007636589929461479,30.30356788635254,0.5328106880187988,0.003494025436850734,0.034168243408203125,0.0003,0.21048206278026907,0.8773987206823027,3.81,0.52,1.33,5.54,5.71,1.08,0.59,4.04,0.0,4.302502192258835,5.35,170.6,0.038869206327944994,nan,0.0
3422,118423552,17813.023,636,19.24,0.0,217.43,-0.008757567033171654,33.32311248779297,0.5432435274124146,0.004660945498557112,0.043701171875,0.0003,0.2352066607195956,0.8839285714285714,3.57,0.46,1.31,5.5,5.7,1.11,0.67,3.92,0.0,4.280573242902756,5.09,164.43,0.0379714603186585,nan,0.0
3423,118489088,17916.769,636,20.39,0.0,237.92,-0.009535662829875946,26.67879295349121,0.5321199893951416,0.0037133927732782013,0.0367889404296875,0.0003,0.22378759143863453,0.8769074262461851,3.58,0.42,1.53,5.8,5.98,1.41,0.59,3.98,0.0,4.412166665196419,5.51,171.16,0.03409197062137537,nan,0.01
3424,118554624,18021.106,636,19.36,0.0,217.24,-0.005282645113766193,31.5882625579834,0.5154944658279419,0.004392086966959141,0.036540985107421875,0.0003,0.23029104266742018,0.9003359462486002,3.78,0.46,1.19,5.21,5.15,0.88,0.58,3.69,0.0,3.922200579047203,5.07,161.94,0.033651323057711124,nan,0.0
3425,118620160,18120.842,636,19.22,0.0,219.16,-0.006008980795741081,28.160362243652344,0.48064911365509033,0.0025807955597656473,0.02533721923828125,0.0003,0.21951901565995527,0.8836206896551724,3.58,0.49,1.07,5.49,5.46,0.93,0.63,3.9,0.0,4.0538942538201805,4.8,161.46,0.03709891746984795,nan,0.01
3426,118685696,18222.797,636,20.59,0.0,225.65,-0.011460168287158012,26.71968650817871,0.5187255144119263,0.0030381673485777583,0.02591705322265625,0.0003,0.2235494880546075,0.9048117154811716,4.36,0.57,1.32,5.86,5.93,1.08,0.79,4.06,0.0,4.465597798228264,5.21,171.04,0.034101865196134895,nan,0.01
3427,118751232,18324.896,636,19.52,0.0,266.54,-0.00743524357676506,30.196231842041016,0.5347433090209961,0.0029030362935031917,0.02916717529296875,0.0003,0.29047486809219664,0.8866525423728814,4.31,0.46,1.25,5.97,6.14,1.08,0.73,4.33,0.0,4.591943001151085,5.09,167.19,0.038108248671051115,nan,0.02
3428,118816768,18426.325,636,18.85,0.0,211.66,-0.008390193805098534,30.515905380249023,0.5439996719360352,0.0034334499374892857,0.030029296875,0.0003,0.25631876300921796,0.8752834467120182,3.75,0.37,1.29,5.5,5.88,1.17,0.63,4.08,0.0,4.575730365812778,4.75,157.59,0.03613700723508373,nan,0.01
3429,118882304,18526.608,636,19.91,0.0,286.8,-0.0029637301340699196,34.512351989746094,0.530168890953064,0.003784855995320413,0.03641510009765625,0.0003,0.24287280701754385,0.8998935037273695,4.66,0.62,1.3,5.61,5.56,1.03,0.65,3.88,0.0,4.258262423276901,5.31,168.53,0.036737978633027524,nan,0.04
3430,118947840,18627.105,636,20.42,0.0,228.96,-0.012446297332644463,30.982376098632812,0.5089797377586365,0.004794567765088686,0.04640960693359375,0.0003,0.2184557438794727,0.8759842519685039,3.9,0.69,1.36,5.8,5.89,0.96,0.81,4.12,0.0,4.451365833282471,5.32,173.3,0.03486116774729453,nan,0.01
3431,119013376,18726.151,636,19.22,0.0,213.41,-0.01010538823902607,31.407331466674805,0.5191847085952759,0.005314627368647962,0.04370880126953125,0.0003,0.19610649871170913,0.8695652173913043,3.78,0.43,1.24,5.33,5.21,0.93,0.56,3.72,0.0,3.8279904417693613,5.0,165.02,0.03609140560729429,nan,0.02
3432,119078912,18822.753,637,21.19,0.0,241.42,-0.011427117511630058,29.550342559814453,0.5090726613998413,0.004629193172917212,0.0382537841796875,0.0003,0.19994689325544343,0.8696088264794383,4.4,0.51,1.4,5.95,6.14,0.98,0.73,4.43,0.0,4.719481289982796,5.45,177.0,0.03426865200162865,nan,0.01
3433,119144448,18927.855,637,20.66,0.0,229.37,-0.007491279859095812,34.050933837890625,0.5170578956604004,0.004751452251639421,0.037891387939453125,0.0003,0.18582375478927204,0.8806584362139918,4.61,0.59,1.18,5.39,5.37,0.8,0.69,3.88,0.0,3.9986916342377663,5.29,172.44,0.03722265214310028,nan,0.03
3434,119209984,19031.134,637,21.47,0.0,234.02,-0.01060379296541214,30.754968643188477,0.5118976831436157,0.004288215766791836,0.037891387939453125,0.0003,0.1999443052074631,0.8905622489959839,4.84,0.64,1.51,6.02,6.3,1.28,0.76,4.26,0.0,4.837280475199223,5.74,170.89,0.03518737468402833,nan,0.03
3435,119275520,19131.12,637,21.08,0.0,236.74,-0.010910149663686752,29.286828994750977,0.5028562545776367,0.0065351773520205825,0.057796478271484375,0.0003,0.1677780741531075,0.907537688442211,4.0,0.5,1.38,5.78,5.64,1.05,0.67,3.92,0.0,4.282437271475792,5.42,170.72,0.03647201228886843,nan,0.03
3436,119341056,19226.082,637,20.09,0.0,237.46,-0.006303474772721529,29.151817321777344,0.5171981453895569,0.0040850802798217956,0.040374755859375,0.0003,0.2,0.8920940170940171,4.4,0.53,1.35,5.75,5.79,1.1,0.75,3.94,0.0,4.378636095896363,5.34,170.06,0.04024192370707169,nan,0.03
3437,119406592,19329.075,637,21.21,0.0,243.31,-0.0064122374169528484,32.46925354003906,0.512155294418335,0.0029947244413826013,0.02968597412109375,0.0003,0.15853343661244512,0.8927125506072875,4.36,0.45,1.45,5.71,5.77,1.15,0.8,3.82,0.0,4.450501832962036,5.68,177.6,0.039372286933939904,nan,0.01
3438,119472128,19428.165,637,20.12,0.0,238.5,-0.011243535205721855,27.32793426513672,0.5197668075561523,0.004971722831271563,0.04508209228515625,0.0003,0.19941427050053248,0.8971774193548387,3.92,0.6,1.55,5.66,5.66,1.22,0.83,3.61,0.02,4.314971616864204,5.4,169.73,0.035559549141908064,nan,0.08
3439,119537664,19529.149,637,19.28,0.0,224.54,-0.004869665019214153,27.989723205566406,0.5326228737831116,0.0037384514008422798,0.040866851806640625,0.0003,0.2149122807017544,0.8957871396895787,3.84,0.44,1.2,5.4,5.23,1.09,0.68,3.46,0.0,3.887131439745426,4.82,165.64,0.03911127691389993,nan,0.03
3440,119603200,19629.667,637,17.92,0.0,242.22,-0.012700429186224937,30.451698303222656,0.5551717281341553,0.005847886168652394,0.05591583251953125,0.0003,0.2193158953722334,0.9219858156028369,3.13,0.41,1.18,4.92,4.91,0.93,0.57,3.41,0.0,3.6381955966353416,4.76,156.44,0.03494367457460612,nan,0.02
3441,119668736,19727.099,637,19.33,0.0,240.52,-0.008655104786157608,32.62340545654297,0.5273058414459229,0.0035636186342173914,0.035030364990234375,0.0003,0.2040189785096288,0.8824188129899216,3.55,0.57,1.21,4.96,4.95,1.06,0.68,3.21,0.0,3.6512969771027564,5.23,169.08,0.03667499858420342,nan,0.03
3442,119734272,19830.591,637,20.53,0.0,230.15,-0.005972019396722317,31.289276123046875,0.5378976464271545,0.003968299460552771,0.036952972412109375,0.0003,0.2203483549903235,0.8890097932535365,4.23,0.56,1.47,5.5,5.64,1.22,0.72,3.7,0.0,4.3534957867860795,5.61,169.53,0.03900675685144961,nan,0.08
3443,119799808,19933.245,637,20.99,0.0,241.3,-0.005155770108103752,32.731868743896484,0.5321342349052429,0.0036799588419853535,0.03659820556640625,0.0003,0.22411600101755277,0.8914116485686081,4.42,0.52,1.47,5.93,5.98,1.13,0.86,3.99,0.0,4.456432799696922,5.78,183.09,0.038369617774151266,nan,0.06
3444,119865344,20033.572,637,18.8,0.0,213.15,-0.010298913344740868,32.06166076660156,0.5029867887496948,0.0037212233160630603,0.034053802490234375,0.0003,0.22248381400824013,0.8846597462514417,4.1,0.46,1.23,4.94,4.92,0.96,0.53,3.43,0.02,3.6846931344270706,4.95,155.63,0.03664225776446983,nan,0.03
3445,119930880,20134.959,637,20.72,0.0,267.14,-0.005222667939960957,29.902437210083008,0.5120153427124023,0.006274133639806223,0.052883148193359375,0.0003,0.204061416542843,0.8949454905847374,4.55,0.76,1.5,5.55,5.67,1.09,0.75,3.83,0.0,4.224489525854588,5.49,178.62,0.03718713385751471,nan,0.04
3446,119996416,20232.437,638,21.69,0.0,245.18,-0.006807842291891575,31.358484268188477,0.5010303258895874,0.00327577687605185,0.03234100341796875,0.0003,0.22720286885245902,0.8937875751503006,4.46,0.6,1.45,5.92,6.18,1.19,0.84,4.15,0.0,4.795021530389786,5.65,181.68,0.0361575790157076,nan,0.0
3447,120061952,20334.989,638,21.63,0.0,250.26,-0.007209205534309149,35.658843994140625,0.4890390634536743,0.004766636877633346,0.0446014404296875,0.0003,0.19974937343358395,0.8883349950149552,5.26,0.69,1.46,6.08,5.92,1.13,0.74,4.05,0.0,4.606460685729981,5.75,183.7,0.039597093244083226,nan,0.09
3448,120127488,20434.45,638,21.08,0.0,271.22,-0.004059238824993372,29.28501319885254,0.4929102957248688,0.0020042045682586718,0.020679473876953125,0.0003,0.22390002603488673,0.8917525773195877,3.5,0.72,1.38,5.74,5.78,0.98,0.79,4.01,0.0,4.428738477528095,5.53,179.11,0.041541960497852415,nan,0.11
3449,120193024,20537.865,638,21.84,0.0,255.17,-0.010673624463379383,33.9759521484375,0.5294085741043091,0.004047641389352208,0.037952423095703125,0.0003,0.24511278195488723,0.9015748031496063,4.94,0.72,1.42,5.9,6.04,1.18,0.78,4.08,0.02,4.60049829006195,5.75,186.23,0.0385176129930187,nan,0.02
3450,120258560,20639.613,638,20.98,0.0,248.97,-0.006114788353443146,31.146055221557617,0.5097944736480713,0.004699551104948796,0.043292999267578125,0.0003,0.17983722761879758,0.9036027263875365,4.17,0.56,1.7,5.69,5.61,1.25,0.71,3.65,0.0,4.239071218967438,5.88,177.78,0.03613707108888775,nan,0.05
3451,120324096,20736.572,638,17.58,0.0,201.48,-0.008564217947423458,31.001625061035156,0.5230570435523987,0.003954108216817076,0.03456878662109375,0.0003,0.23291740938799763,0.9015990159901599,3.0,0.51,1.17,4.84,4.72,0.98,0.5,3.24,0.0,3.467049318552017,4.56,153.15,0.03538966618361883,nan,0.04
3452,120389632,20839.399,638,20.33,0.0,230.97,-0.0051452540792524815,34.723472595214844,0.5151503086090088,0.0055753089551444646,0.047943115234375,0.0003,0.2112092766427388,0.9027921406411582,4.47,0.55,1.4,5.82,5.96,1.07,0.76,4.13,0.0,4.543963171541691,5.31,171.2,0.03883662389125675,nan,0.06
3453,120455168,20944.935,638,19.96,0.0,222.66,-0.0047490037977695465,33.44512176513672,0.4944917559623718,0.0043686399968976275,0.04103851318359375,0.0003,0.18430813124108417,0.8911637931034483,4.29,0.57,1.51,5.6,5.36,1.04,0.77,3.55,0.0,4.04490224212408,5.43,165.64,0.03915564512135461,nan,0.1
3454,120520704,21047.816,638,22.59,0.0,253.18,-0.0014976072125136852,32.64363098144531,0.5186330080032349,0.0022952751699421015,0.0238037109375,0.0003,0.1839815762538383,0.8739495798319328,4.87,0.55,1.5,6.14,6.06,1.21,0.76,4.09,0.0,4.627453915774822,6.18,191.69,0.0404552785330452,nan,0.04
3455,120586240,21152.15,638,20.27,0.0,230.5,-0.006154123693704605,31.93252944946289,0.5196582078933716,0.003543460882241334,0.03188323974609375,0.0003,0.166196388261851,0.8776371308016878,4.51,0.61,1.43,5.58,5.54,1.1,0.74,3.7,0.0,4.152742327153683,5.23,171.53,0.03840609430335462,nan,0.02
3456,120651776,21249.829,638,21.5,0.0,247.27,-0.0031355097889900208,31.431596755981445,0.5172656774520874,0.002923570376182738,0.02996826171875,0.0003,0.18304825121266274,0.8992950654582075,4.54,0.55,1.49,5.99,5.97,1.16,0.8,4.01,0.0,4.536184333562851,5.65,180.2,0.03744140104390681,nan,0.03
3457,120717312,21349.868,638,20.18,0.0,231.09,-0.00487056840211153,33.312496185302734,0.4919252395629883,0.0042585019144780745,0.041522979736328125,0.0003,0.15395245992260917,0.8575949367088608,4.04,0.5,1.4,5.65,5.67,1.13,0.59,3.95,0.0,4.346341536045075,5.58,170.33,0.037615433684550226,nan,0.07
3458,120782848,21448.815,638,20.66,0.0,257.11,-0.0045858933590352535,31.120269775390625,0.48816195130348206,0.006110109335509151,0.056255340576171875,0.0003,0.14709141274238227,0.8668076109936576,3.95,0.55,1.55,5.43,5.48,1.12,0.71,3.65,0.0,4.137739551812411,5.56,173.66,0.03977642604149878,nan,0.05
3459,120848384,21547.33,638,22.55,0.0,254.61,-0.004126881714910269,32.15340042114258,0.4765850305557251,0.005041848469872434,0.04508209228515625,0.0003,0.13427561837455831,0.8848653667595172,4.49,0.66,1.57,6.34,6.3,1.13,0.89,4.28,0.0,4.882289307415485,6.08,186.47,0.03569747309666127,nan,0.05
